,target
7163,97421
7164,84120
7165,114832
7166,65622
7167,196784
7168,215644
7169,164352
7170,104328
7171,235543
7172,175254
7173,260354
7174,178778
7175,180253
7176,175254
7177,168559
7178,186285
7179,225944
7180,166553
7181,161869
7182,183672
7183,175249
7184,185354
7185,161818
7186,206622
7187,184659
7188,167091
7189,186119
7190,245682
7191,170016
7192,215677
7193,211956
7194,94851
7195,195305
7196,246428
7197,170655
7198,202474
7199,207004
7200,170472
7201,205016
7202,201225
7203,250331
7204,206334
7205,266513
7206,205016
7207,94516
7208,94516
7209,172047
7210,207927
7211,170016
7212,204601
7213,247898
7214,243358
7215,93728
7216,94545
7217,252561
7218,269155
7219,170410
7220,204319
7221,200550
7222,165297
7223,215904
7224,92252
7225,172922
7226,264477
7227,173007
7228,91827
7229,207927
7230,94136
7231,172486
7232,252261
7233,172922
7234,249394
7235,206124
7236,202778
7237,207927
7238,201225
7239,190630
7240,206445
7241,129631
7242,128413
7243,128972
7244,121818
7245,157403
7246,159824
7247,87621
7248,111498
7249,90002
7250,90473
7251,89625
7252,88153
7253,105200
7254,91049
7255,139236
7256,39464
7257,74453
7258,71711
7259,110388
7260,149103
7261,150003
7262,203691
7263,170612
7264,150854
7265,203691
7266,203691
7267,177658
7268,150974
7269,144113
7270,204007
7271,124062
7272,106705
7273,227121
7274,250149
7275,197809
7276,168452
7277,169480
7278,167295
7279,200946
7280,171458
7281,170974
7282,226135
7283,227625
7284,224592
7285,227638
7286,318760
7287,225810
7288,222516
7289,226533
7290,91286
7291,228333
7292,225094
7293,222516
7294,306817
7295,228870
7296,227625
7297,92633
7298,319535
7299,228988
7300,226052
7301,226052
7302,90163
7303,228313
7304,228531
7305,316130
7306,183903
7307,225848
7308,221000
7309,224592
7310,306763
7311,94573
7312,92142
7313,226052
7314,272596
7315,276608
7316,411576
7317,276608
7318,437055
7319,411576
7320,278188
7321,269735
7322,265189
7323,207940
7324,251467
7325,251467
7326,252651
7327,267612
7328,240935
7329,270735
7330,264648
7331,245053
7332,246796
7333,245928
7334,248629
7335,249319
7336,239849
7337,236094
7338,280350
7339,208939
7340,213708
7341,194834
7342,170488
7343,169990
7344,208351
7345,173092
7346,161853
7347,174922
7348,205932
7349,209202
7350,253745
7351,304962
7352,259478
7353,271300
7354,215612
7355,213758
7356,207968
7357,172416
7358,119864
7359,155045
7360,163812
7361,152744
7362,129727
7363,95382
7364,97130
7365,96514
7366,87899
7367,98680
7368,117864
7369,120163
7370,97214
7371,116266
7372,118544
7373,117150
7374,114040
7375,115722
7376,140692
7377,169562
7378,169562
7379,170572
7380,178042
7381,169683
7382,158806
7383,74316
7384,81217
7385,126944
7386,101463
7387,110262
7388,101085
7389,84271
7390,86398
7391,87979
7392,53984
7393,62331
7394,131476
7395,85192
7396,123103
7397,99387
7398,69730
7399,60992
7400,65641
7401,66087
7402,63652
7403,65402
7404,105047
7405,105472
7406,109398
7407,138657
7408,87561
7409,112234
7410,146893
7411,61522
7412,96226
7413,95543
7414,119002
7415,96226
7416,78268
7417,146005
7418,194341
7419,145513
7420,224025
7421,184884
7422,186708
7423,191609
7424,114424
7425,187322
7426,195282
7427,193784
7428,259715
7429,188120
7430,218239
7431,218176
7432,251944
7433,186363
7434,183978
7435,220683
7436,187963
7437,255949
7438,144374
7439,145375
7440,191976
7441,144997
7442,145553
7443,145155
7444,191393
7445,143221
7446,117775
7447,189112
7448,143276
7449,118000
7450,118071
7451,115220
7452,117532
7453,117931
7454,181265
7455,206360
7456,244617
7457,157633
7458,185706
7459,273567
7460,157453
7461,203422
7462,271789
7463,157713
7464,273567
7465,157633
7466,244399
7467,206001
7468,157562
7469,242606
7470,274279
7471,150034
7472,150317
7473,120918
7474,121102
7475,150377
7476,121027
7477,148748
7478,121027
7479,119179
7480,121221
7481,120961
7482,181110
7483,166223
7484,165532
7485,165532
7486,165117
7487,226435
7488,140471
7489,123624
7490,120461
7491,167530
7492,142686
7493,142927
7494,143107
7495,142883
7496,142686
7497,142938
7498,142902
7499,143107
7500,134696
7501,141664
7502,142446
7503,142902
7504,112928
7505,142913
7506,84298
7507,109413
7508,158448
7509,241951
7510,170643
7511,164086
7512,184293
7513,181661
7514,159423
7515,115941
7516,71682
7517,59208
7518,72800
7519,54339
7520,64979
7521,112343
7522,93313
7523,86867
7524,123001
7525,134336
7526,260028
7527,263833
7528,235792
7529,329035
7530,238011
7531,261739
7532,234468
7533,241585
7534,49876
7535,99748
7536,356168
7537,334235
7538,320356
7539,289833
7540,308478
7541,339221
7542,45114
7543,36315
7544,36261
7545,65371
7546,52914
7547,35234
7548,56020
7549,48994
7550,49498
7551,53144
7552,56863
7553,56528
7554,111794
7555,94516
7556,94721
7557,94505
7558,90646
7559,94875
7560,85142
7561,92785
7562,95567
7563,76420
7564,76030
7565,160548
7566,159041
7567,99616
7568,158592
7569,153420
7570,156783
7571,160237
7572,62551
7573,87349
7574,108462
7575,108462
7576,109848
7577,133947
7578,122326
7579,133947
7580,133805
7581,134092
7582,176149
7583,156498
7584,65027
7585,67282
7586,67619
7587,77202
7588,68441
7589,71193
7590,88885
7591,89428
7592,88572
7593,88422
7594,83753
7595,70993
7596,68778
7597,122263
7598,133161
7599,109223
7600,108756
7601,88555
7602,109223
7603,132160
7604,135322
7605,134290
7606,109223
7607,180988
7608,109351
7609,90028
7610,56274
7611,106793
7612,130807
7613,126248
7614,120949
7615,131208
7616,107100
7617,130968
7618,131208
7619,102845
7620,65808
7621,90427
7622,64764
7623,98995
7624,109026
7625,108912
7626,96977
7627,95974
7628,113392
7629,113739
7630,99715
7631,113448
7632,42811
7633,72260
7634,98457
7635,100933
7636,77570
7637,101062
7638,79682
7639,136065
7640,140116
7641,138234
7642,138387
7643,134266
7644,149300
7645,89012
7646,109168
7647,130494
7648,109241
7649,134802
7650,90141
7651,94185
7652,112997
7653,93090
7654,96946
7655,96946
7656,118360
7657,96637
7658,95980
7659,118230
7660,135445
7661,92196
7662,134735
7663,97261
7664,34081
7665,32814
7666,121176
7667,98896
7668,113403
7669,118745
7670,118745
7671,121449
7672,100129
7673,34279
7674,33490
7675,31749
7676,51527
7677,47562
7678,41169
7679,59008
7680,54679
7681,120560
7682,69732
7683,78122
7684,78654
7685,92858
7686,93006
7687,68241
7688,72485
7689,74467
7690,74770
7691,102218
7692,105414
7693,101317
7694,84842
7695,104616
7696,84929
7697,97596
7698,82541
7699,71311
7700,104127
7701,101892
7702,100882
7703,91936
7704,85131
7705,69004
7706,82579
7707,86268
7708,98638
7709,83470
7710,84208
7711,83297
7712,83983
7713,84411
7714,85326
7715,81640
7716,84208
7717,64429
7718,69082
7719,95804
7720,69367
7721,67239
7722,69232
7723,85850
7724,95296
7725,68087
7726,68782
7727,67869
7728,69017
7729,85640
7730,67051
7731,68290
7732,85241
7733,95005
7734,86085
7735,118615
7736,63716
7737,77980
7738,102387
7739,99740
7740,98778
7741,62611
7742,89983
7743,34881
7744,61335
7745,75519
7746,72226
7747,49418
7748,39496
7749,40896
7750,51936
7751,65348
7752,65348
7753,41333
7754,29157
7755,67226
7756,47949
7757,51279
7758,49669
7759,46053
7760,65560
7761,54788
7762,54205
7763,77893
7764,72919
7765,61770
7766,58490
7767,51236
7768,67970
7769,64215
7770,49195
7771,50793
7772,79588
7773,54149
7774,53268
7775,35904
7776,41969
7777,39902
7778,46292
7779,94901
7780,82692
7781,84792
7782,82159
7783,66580
7784,55655
7785,58379
7786,53318
7787,58300
7788,72267
7789,70486
7790,60834
7791,88192
7792,117943
7793,132243
7794,133518
7795,132127
7796,123530
7797,173258
7798,106421
7799,102207
7800,133499
7801,131330
7802,103898
7803,98755
7804,111912
7805,90580
7806,16641
7807,139702
7808,108218
7809,139702
7810,184059
7811,204252
7812,204252
7813,108790
7814,108218
7815,140022
7816,205060
7817,109761
7818,139240
7819,183120
7820,139339
7821,107048
7822,109766
7823,122267
7824,121260
7825,121983
7826,102852
7827,91900
7828,95882
7829,121904
7830,121810
7831,90414
7832,95798
7833,91853
7834,95798
7835,95110
7836,95706
7837,133829
7838,134139
7839,104475
7840,130604
7841,127733
7842,101539
7843,133046
7844,100875
7845,104742
7846,134139
7847,135996
7848,230375
7849,107702
7850,135229
7851,107770
7852,153702
7853,105476
7854,204037
7855,133571
7856,105555
7857,133966
7858,154519
7859,128722
7860,104922
7861,128722
7862,128699
7863,104922
7864,105555
7865,133220
7866,106568
7867,131882
7868,185077
7869,189080
7870,133500
7871,133030
7872,185095
7873,105126
7874,148537
7875,104392
7876,114373
7877,112304
7878,144843
7879,144737
7880,187085
7881,186046
7882,142504
7883,191632
7884,189639
7885,191006
7886,143950
7887,184095
7888,143061
7889,206865
7890,191006
7891,143118
7892,91218
7893,91744
7894,90116
7895,96274
7896,106670
7897,123357
7898,90729
7899,122308
7900,143024
7901,107043
7902,142348
7903,140595
7904,143339
7905,138274
7906,182800
7907,118269
7908,66836
7909,50611
7910,58450
7911,104838
7912,87849
7913,105359
7914,89042
7915,60018
7916,57527
7917,57555
7918,70667
7919,58664
7920,57555
7921,68532
7922,68351
7923,58759
7924,58759
7925,68898
7926,71201
7927,59601
7928,70419
7929,58664
7930,59518
7931,69443
7932,59299
7933,88975
7934,87076
7935,52705
7936,52804
7937,62843
7938,61574
7939,57371
7940,56721
7941,62631
7942,95140
7943,141824
7944,143292
7945,141864
7946,140925
7947,143506
7948,79969
7949,61192
7950,73623
7951,60054
7952,124790
7953,85029
7954,89039
7955,88733
7956,46411
7957,45646
7958,54369
7959,51525
7960,70737
7961,54622
7962,73890
7963,72432
7964,50403
7965,51174
7966,50827
7967,92225
7968,91810
7969,91521
7970,82836
7971,43463
7972,141798
7973,139621
7974,93664
7975,115298
7976,97813
7977,76043
7978,71467
7979,15464
7980,16932
7981,95624
7982,67156
7983,102091
7984,102817
7985,102091
7986,103038
7987,101679
7988,100987
7989,102091
7990,35055
7991,52251
7992,35329
7993,64441
7994,62846
7995,71380
7996,63364
7997,65139
7998,70484
7999,71221
8000,70359
8001,71816
8002,98407
8003,94365
8004,101964
8005,91762
8006,134714
8007,121210
8008,99835
8009,87824
8010,75683
8011,75787
8012,96503
8013,173783
8014,173783
8015,184718
8016,158117
8017,163541
8018,163831
8019,172321
8020,159918
8021,159289
8022,92565
8023,111584
8024,91266
8025,92565
8026,120545
8027,124568
8028,99307
8029,124055
8030,95942
8031,120545
8032,79438
8033,124541
8034,121780
8035,144765
8036,145838
8037,120549
8038,144152
8039,18363
8040,17805
8041,11840
8042,12032
8043,14303
8044,90877
8045,90877
8046,106332
8047,111221
8048,109630
8049,107021
8050,90834
8051,90834
8052,108544
8053,70648
8054,70412
8055,92356
8056,59879
8057,69448
8058,60556
8059,55832
8060,10488
8061,10162
8062,9702
8063,14126
8064,9702
8065,10488
8066,9702
8067,21521
8068,74706
8069,76006
8070,76006
8071,62683
8072,73161
8073,56508
8074,55175
8075,73797
8076,71302
8077,69429
8078,73096
8079,57050
8080,73432
8081,56365
8082,55963
8083,56576
8084,57192
8085,78686
8086,56365
8087,118143
8088,93697
8089,79304
8090,79437
8091,79242
8092,113372
8093,94542
8094,110559
8095,57944
8096,57944
8097,60162
8098,105445
8099,106662
8100,124810
8101,72237
8102,73235
8103,108587
8104,64986
8105,86272
8106,81615
8107,50507
8108,103793
8109,71520
8110,66791
8111,85389
8112,76688
8113,77521
8114,67430
8115,51930
8116,67506
8117,67864
8118,52077
8119,77124
8120,67226
8121,62822
8122,67864
8123,59181
8124,98200
8125,70410
8126,76088
8127,76088
8128,74570
8129,76088
8130,76088
8131,76992
8132,79066
8133,76992
8134,20438
8135,84815
8136,121167
8137,99117
8138,94853
8139,100062
8140,107641
8141,132406
8142,107102
8143,108806
8144,128048
8145,135123
8146,127449
8147,46711
8148,48083
8149,73654
8150,76999
8151,79270
8152,70856
8153,71070
8154,86758
8155,71145
8156,83944
8157,99246
8158,99048
8159,98582
8160,80328
8161,82979
8162,99213
8163,94983
8164,94983
8165,10198
8166,63604
8167,91089
8168,79936
8169,100162
8170,99661
8171,102352
8172,87948
8173,101356
8174,80538
8175,99661
8176,83663
8177,86829
8178,87074
8179,85227
8180,73690
8181,69330
8182,82774
8183,82459
8184,64562
8185,70589
8186,98327
8187,118224
8188,117514
8189,119592
8190,97326
8191,62063
8192,74677
8193,73207
8194,74298
8195,95815
8196,89932
8197,62636
8198,96860
8199,84410
8200,97367
8201,121239
8202,78981
8203,76660
8204,78631
8205,78631
8206,78627
8207,46452
8208,73458
8209,47436
8210,98680
8211,82836
8212,82345
8213,81655
8214,98396
8215,97083
8216,83344
8217,76791
8218,87949
8219,84634
8220,82015
8221,70029
8222,76376
8223,70298
8224,187986
8225,301724
8226,206085
8227,253043
8228,216683
8229,215824
8230,253718
8231,217930
8232,275894
8233,264244
8234,194088
8235,192192
8236,239134
8237,322257
8238,214470
8239,217024
8240,365004
8241,265327
8242,272063
8243,265353
8244,346233
8245,268103
8246,65321
8247,102432
8248,95719
8249,88700
8250,88954
8251,104864
8252,98450
8253,115185
8254,125089
8255,125465
8256,83398
8257,75307
8258,160029
8259,188475
8260,384993
8261,417285
8262,386277
8263,242559
8264,159260
8265,159264
8266,235267
8267,196175
8268,159433
8269,199762
8270,199762
8271,242559
8272,242559
8273,158233
8274,157760
8275,158233
8276,160805
8277,157287
8278,159424
8279,142098
8280,153279
8281,284582
8282,792703
8283,280531
8284,289326
8285,1092963
8286,175826
8287,134297
8288,127675
8289,176555
8290,106054
8291,64462
8292,65678
8293,109003
8294,88209
8295,103507
8296,84630
8297,88081
8298,87981
8299,86519
8300,84630
8301,87683
8302,108885
8303,109009
8304,105795
8305,109539
8306,87415
8307,87899
8308,109184
8309,87882
8310,53328
8311,87208
8312,109122
8313,101863
8314,83451
8315,104621
8316,81836
8317,87219
8318,70160
8319,109360
8320,72524
8321,86787
8322,73031
8323,99985
8324,66870
8325,81762
8326,69926
8327,83234
8328,89478
8329,76614
8330,77187
8331,77231
8332,76477
8333,40045
8334,45620
8335,69513
8336,92318
8337,85781
8338,89372
8339,89372
8340,92126
8341,113985
8342,111861
8343,113985
8344,115247
8345,109111
8346,102102
8347,92229
8348,105220
8349,110920
8350,87649
8351,113841
8352,70476
8353,88950
8354,115247
8355,113638
8356,113841
8357,88950
8358,83662
8359,88359
8360,89209
8361,88432
8362,89209
8363,106974
8364,79637
8365,92203
8366,85781
8367,72195
8368,71833
8369,89209
8370,71301
8371,104859
8372,67681
8373,79625
8374,51520
8375,59992
8376,59992
8377,74129
8378,75979
8379,74066
8380,59254
8381,73234
8382,68928
8383,68855
8384,80283
8385,68591
8386,81866
8387,68591
8388,67700
8389,75099
8390,110375
8391,74456
8392,79212
8393,109698
8394,86987
8395,109253
8396,75448
8397,104150
8398,103939
8399,103445
8400,67132
8401,72851
8402,68827
8403,78273
8404,72710
8405,50590
8406,14063
8407,50590
8408,95855
8409,98490
8410,98490
8411,96118
8412,94123
8413,94123
8414,95855
8415,96462
8416,92099
8417,99552
8418,94396
8419,93288
8420,98611
8421,195352
8422,116596
8423,157572
8424,91236
8425,141514
8426,141357
8427,116847
8428,149907
8429,147685
8430,143393
8431,127517
8432,133675
8433,142826
8434,120269
8435,149346
8436,42945
8437,42945
8438,49663
8439,104704
8440,105140
8441,105878
8442,124758
8443,84582
8444,84582
8445,107318
8446,107318
8447,104642
8448,106328
8449,86863
8450,105888
8451,87346
8452,84988
8453,88296
8454,88296
8455,102634
8456,83631
8457,54905
8458,198816
8459,176928
8460,196838
8461,264418
8462,203731
8463,339814
8464,266095
8465,199383
8466,165581
8467,240731
8468,173118
8469,232701
8470,267732
8471,281223
8472,145700
8473,127822
8474,129450
8475,127191
8476,315077
8477,244045
8478,323752
8479,199023
8480,43594
8481,47273
8482,49460
8483,50951
8484,12467
8485,38902
8486,44295
8487,47839
8488,47593
8489,13239
8490,17154
8491,58174
8492,80506
8493,82089
8494,101068
8495,85329
8496,85013
8497,83837
8498,75018
8499,83078
8500,100590
8501,121131
8502,84224
8503,84224
8504,85904
8505,85686
8506,103240
8507,121208
8508,81105
8509,106358
8510,105449
8511,149938
8512,129222
8513,200223
8514,170342
8515,169654
8516,142212
8517,164777
8518,170179
8519,126125
8520,21803
8521,129032
8522,204380
8523,193386
8524,204659
8525,200299
8526,131796
8527,345863
8528,351289
8529,399534
8530,83149
8531,38294
8532,82995
8533,137807
8534,114261
8535,193017
8536,148365
8537,152181
8538,178256
8539,191697
8540,309645
8541,303063
8542,260433
8543,235566
8544,242551
8545,242551
8546,173833
8547,148036
8548,147639
8549,225461
8550,147655
8551,247313
8552,249016
8553,154636
8554,188346
8555,154563
8556,188288
8557,188288
8558,189422
8559,438286
8560,377722
8561,198980
8562,249239
8563,132067
8564,127752
8565,287526
8566,220903
8567,220932
8568,322459
8569,184158
8570,319079
8571,247078
8572,195472
8573,246992
8574,190505
8575,184158
8576,189818
8577,246199
8578,195104
8579,189818
8580,319177
8581,319177
8582,159755
8583,166773
8584,348921
8585,368230
8586,304288
8587,285470
8588,153744
8589,151451
8590,621065
8591,714594
8592,106667
8593,1164096
8594,92769
8595,438640
8596,421792
8597,125202
8598,146363
8599,76542
8600,78152
8601,194158
8602,94944
8603,60499
8604,69573
8605,85221
8606,85323
8607,40947
8608,41472
8609,42396
8610,59945
8611,67908
8612,35475
8613,37305
8614,59289
8615,27178
8616,41626
8617,30414
8618,37226
8619,58739
8620,57693
8621,44214
8622,44686
8623,47278
8624,50538
8625,50247
8626,41618
8627,52446
8628,52585
8629,56760
8630,55917
8631,41695
8632,41168
8633,69222
8634,66835
8635,71386
8636,66413
8637,65267
8638,71983
8639,79163
8640,96340
8641,96261
8642,95757
8643,96261
8644,96250
8645,96280
8646,79594
8647,96127
8648,22844
8649,37126
8650,32308
8651,31785
8652,35232
8653,19275
8654,30057
8655,39563
8656,12900
8657,53453
8658,53266
8659,27349
8660,67863
8661,27016
8662,79367
8663,79253
8664,98504
8665,83636
8666,68418
8667,78348
8668,69057
8669,69251
8670,70027
8671,64894
8672,70214
8673,83451
8674,85515
8675,49805
8676,65302
8677,69963
8678,78554
8679,80769
8680,53497
8681,78554
8682,56200
8683,68147
8684,58147
8685,58365
8686,55061
8687,67822
8688,56650
8689,58126
8690,67775
8691,67136
8692,47155
8693,47346
8694,36673
8695,47855
8696,46002
8697,65691
8698,42981
8699,45891
8700,45933
8701,45169
8702,58666
8703,58945
8704,58398
8705,57726
8706,56337
8707,41718
8708,23172
8709,23157
8710,50050
8711,33735
8712,45243
8713,73980
8714,72033
8715,79347
8716,79347
8717,71902
8718,32528
8719,40787
8720,48867
8721,52560
8722,47527
8723,24899
8724,96178
8725,94946
8726,77808
8727,80050
8728,94896
8729,95043
8730,95254
8731,94071
8732,89724
8733,113851
8734,78498
8735,95043
8736,94896
8737,81279
8738,77002
8739,79702
8740,83798
8741,64388
8742,73793
8743,75216
8744,63927
8745,62734
8746,75410
8747,74504
8748,75890
8749,83400
8750,77894
8751,66680
8752,68153
8753,67639
8754,73948
8755,74643
8756,89045
8757,58806
8758,46345
8759,50626
8760,44493
8761,40373
8762,49849
8763,63448
8764,50927
8765,50942
8766,21646
8767,56502
8768,54910
8769,56314
8770,56232
8771,11867
8772,33704
8773,35458
8774,49921
8775,12895
8776,43270
8777,52100
8778,55637
8779,56689
8780,75924
8781,77798
8782,79266
8783,82284
8784,80209
8785,83649
8786,111152
8787,132857
8788,82056
8789,148645
8790,67124
8791,96754
8792,97133
8793,87226
8794,123766
8795,74961
8796,73612
8797,75595
8798,75231
8799,87295
8800,89879
8801,74370
8802,71915
8803,62726
8804,72806
8805,70760
8806,78142
8807,78534
8808,116028
8809,74397
8810,74397
8811,74397
8812,74397
8813,80755
8814,77383
8815,90213
8816,95197
8817,132503
8818,85813
8819,85030
8820,128341
8821,80697
8822,73193
8823,81260
8824,83276
8825,81319
8826,81917
8827,81917
8828,166324
8829,139214
8830,122251
8831,47205
8832,196210
8833,180113
8834,194890
8835,101222
8836,172720
8837,141964
8838,142675
8839,118136
8840,142291
8841,95252
8842,127941
8843,72291
8844,82140
8845,108988
8846,81997
8847,108973
8848,190036
8849,137063
8850,139084
8851,131241
8852,13382
8853,13910
8854,97415
8855,80050
8856,78296
8857,40192
8858,38081
8859,37814
8860,38737
8861,130312
8862,138960
8863,140286
8864,167749
8865,167495
8866,170513
8867,168992
8868,139782
8869,108753
8870,69818
8871,69818
8872,110369
8873,108897
8874,108609
8875,109368
8876,107486
8877,155341
8878,74679
8879,76559
8880,47550
8881,40273
8882,105866
8883,114752
8884,98936
8885,152100
8886,90959
8887,68849
8888,213014
8889,208629
8890,181526
8891,215769
8892,161291
8893,187102
8894,157687
8895,64031
8896,78490
8897,65521
8898,64488
8899,115931
8900,42285
8901,31817
8902,49617
8903,49617
8904,77562
8905,75111
8906,90166
8907,163124
8908,51593
8909,46084
8910,48187
8911,49109
8912,107697
8913,120074
8914,70320
8915,13580
8916,37106
8917,15805
8918,72472
8919,23917
8920,82657
8921,82946
8922,88714
8923,67725
8924,75667
8925,60795
8926,61109
8927,61040
8928,56841
8929,105856
8930,17608
8931,158182
8932,152593
8933,195221
8934,169424
8935,191704
8936,156097
8937,177300
8938,150397
8939,182243
8940,157901
8941,38443
8942,24354
8943,103231
8944,125644
8945,56665
8946,53860
8947,68253
8948,188880
8949,184985
8950,188854
8951,189114
8952,188880
8953,306996
8954,189987
8955,282554
8956,188539
8957,155122
8958,238642
8959,151751
8960,188947
8961,188880
8962,192209
8963,96647
8964,95507
8965,71847
8966,27265
8967,88620
8968,94555
8969,88655
8970,143507
8971,146493
8972,117829
8973,135496
8974,95113
8975,95148
8976,88600
8977,118326
8978,95113
8979,139240
8980,112872
8981,117829
8982,118659
8983,145698
8984,143507
8985,95135
8986,94177
8987,94920
8988,118477
8989,117319
8990,118738
8991,108873
8992,143507
8993,93711
8994,94555
8995,88620
8996,144905
8997,95135
8998,65403
8999,78360
9000,82983
9001,95373
9002,94187
9003,95262
9004,105065
9005,87063
9006,88388
9007,105027
9008,123820
9009,87920
9010,88204
9011,87448
9012,88085
9013,124466
9014,81516
9015,17148
9016,15420
9017,24329
9018,83196
9019,138234
9020,81951
9021,82970
9022,94146
9023,133233
9024,94361
9025,75129
9026,77044
9027,137936
9028,75129
9029,82846
9030,112952
9031,139040
9032,-2133
9033,105475
9034,139714
9035,140901
9036,152786
9037,140439
9038,140225
9039,111694
9040,137501
9041,82519
9042,102196
9043,74298
9044,101864
9045,51722
9046,75359
9047,76326
9048,38520
9049,42936
9050,51543
9051,137328
9052,14221
9053,32457
9054,125815
9055,102600
9056,102619
9057,102452
9058,21304
9059,29602
9060,30961
9061,16272
9062,93804
9063,91770
9064,94786
9065,92449
9066,73730
9067,73730
9068,120471
9069,98737
9070,74287
9071,79355
9072,74287
9073,53930
9074,10513
9075,28627
9076,40927
9077,61166
9078,51124
9079,57926
9080,53681
9081,60628
9082,61296
9083,57834
9084,62435
9085,61817
9086,29669
9087,52221
9088,34580
9089,83006
9090,69571
9091,57696
9092,76935
9093,52107
9094,61170
9095,71567
9096,56861
9097,56671
9098,73202
9099,55773
9100,56456
9101,56566
9102,75161
9103,64215
9104,49224
9105,49789
9106,100209
9107,96636
9108,106592
9109,80692
9110,99074
9111,70219
9112,71346
9113,42786
9114,42958
9115,26266
9116,34207
9117,43413
9118,107269
9119,91140
9120,112754
9121,86792
9122,106816
9123,110170
9124,109194
9125,109253
9126,90671
9127,108648
9128,48865
9129,50756
9130,67130
9131,9692
9132,10394
9133,32029
9134,35039
9135,63127
9136,70834
9137,68745
9138,67673
9139,10766
9140,27815
9141,53408
9142,75772
9143,54504
9144,63487
9145,41496
9146,47892
9147,55167
9148,47892
9149,39215
9150,38904
9151,50550
9152,47683
9153,87534
9154,102374
9155,103888
9156,90235
9157,91837
9158,103469
9159,53797
9160,95425
9161,77968
9162,78375
9163,97658
9164,67056
9165,63331
9166,55455
9167,73108
9168,73504
9169,73309
9170,64662
9171,66903
9172,72159
9173,63261
9174,80191
9175,79765
9176,79941
9177,82234
9178,27613
9179,27548
9180,27210
9181,27091
9182,60616
9183,57121
9184,58927
9185,52984
9186,54919
9187,75816
9188,71264
9189,11494
9190,65724
9191,54764
9192,61523
9193,46620
9194,47294
9195,46444
9196,47343
9197,46317
9198,62343
9199,63180
9200,48243
9201,78581
9202,47844
9203,48514
9204,44842
9205,76504
9206,48103
9207,40466
9208,40466
9209,59234
9210,59328
9211,47659
9212,57611
9213,60907
9214,63994
9215,37055
9216,37563
9217,50396
9218,51437
9219,36665
9220,50984
9221,50822
9222,40976
9223,57768
9224,42381
9225,40976
9226,46876
9227,46407
9228,37009
9229,36682
9230,32224
9231,36198
9232,36682
9233,37206
9234,56515
9235,58560
9236,56765
9237,55966
9238,87164
9239,80194
9240,74324
9241,60988
9242,61012
9243,60869
9244,72025
9245,71463
9246,60697
9247,12429
9248,10983
9249,61304
9250,54351
9251,55688
9252,53414
9253,62044
9254,62376
9255,54351
9256,58943
9257,54378
9258,120070
9259,113816
9260,122237
9261,107891
9262,108000
9263,107286
9264,85808
9265,75570
9266,47070
9267,70931
9268,70651
9269,83180
9270,70644
9271,70931
